kepoi_name,confirmation_probability
K03462.01,0.9999670689653282
K04653.01,0.9999668637122333
K03232.01,0.9999666362742914
K03042.01,0.9999666312077351
K02945.01,0.9999659757923834
K02612.01,0.9999657803229824
K04755.01,0.9999655644041142
K03348.02,0.9999655394486413
K02206.01,0.9999652514582186
K00777.01,0.9999652156048214
K04827.01,0.9999649872473046
K03335.01,0.9999648814479548
K03329.01,0.9999643378130035
K04764.01,0.9999640830193444
K04651.01,0.9999640036064852
K04208.01,0.999963976987674
K03184.03,0.9999628712308354
K02037.02,0.9999625673942516
K03086.01,0.9999623143288384
K05458.01,0.9999620516573797
K04762.01,0.9999614702074832
K01281.01,0.9999606702841614
K04804.01,0.999960042820358
K01984.01,0.9999598651209682
K02770.01,0.9999595573643512
K04399.01,0.9999594961711934
K05071.01,0.9999586585214247
K04509.01,0.9999585339046444
K04497.01,0.9999581881266472
K02123.01,0.9999579865103717
K04021.02,0.999957693787157
K07446.01,0.9999576269870715
K02433.03,0.9999570731525961
K02620.01,0.9999570523231561
K02542.01,0.9999569493066583
K05515.01,0.9999568190396017
K00547.03,0.9999566486374284
K04287.02,0.9999565306832662
K04242.01,0.999956463476609
K03145.02,0.9999556134416967
K03048.01,0.9999555498157239
K02959.01,0.9999552425694669
K04657.02,0.9999545219215107
K06130.01,0.999954128943128
K03878.02,0.9999540545872034
K01268.01,0.9999538472258511
K03027.01,0.9999538363066265
K04530.01,0.9999535601586076
K02400.01,0.9999534645969568
K07378.02,0.9999532081609285
K00732.02,0.9999530331547953
K02528.01,0.9999529030336294
K02532.01,0.999952653859328
K04366.01,0.9999526531303392
K06765.01,0.9999525008291744
K01101.02,0.9999519133330188
K03368.01,0.9999516855800481
K04435.01,0.9999501603426587
K07209.01,0.999949925997093
K03301.01,0.9999494135576446
K04478.01,0.9999493462381944
K00802.01,0.9999489457557148
K04699.01,0.9999486785462719
K01622.01,0.9999485351067111
K06179.01,0.9999484678981045
K04398.01,0.9999483126332236
K02822.01,0.9999482313854607
K05625.01,0.9999479350365398
K02232.02,0.9999479052323644
K01946.01,0.9999475984473681
K02421.01,0.9999474722943431
K02480.01,0.9999467452321879
K03455.01,0.9999460729456764
K04477.02,0.9999460588030218
K02801.01,0.999945366254059
K03462.02,0.9999450489821163
K02259.01,0.9999449443019348
K03343.01,0.9999448317448442
K00554.01,0.9999442259927073
K03367.01,0.9999433049050672
K03194.01,0.9999431548826212
K01924.01,0.9999428625866176
K04259.01,0.9999428133003321
K04614.01,0.9999425055803316
K02411.01,0.9999420757422111
K04763.01,0.9999420507812773
K02120.01,0.9999413156002394
K04464.01,0.9999410802445462
K00593.04,0.9999405322947501
K04852.01,0.999939671543845
K02859.03,0.9999394948767966
K00901.01,0.9999394696002281
K01754.01,0.9999394446416452
K04451.01,0.9999393613118214
K01764.01,0.9999392381576957
K01701.01,0.9999384357040723
K03137.01,0.9999383870533606
K04298.01,0.9999381102757982
K04506.01,0.9999373246471025
K04577.02,0.999936891919851
K04808.01,0.9999359249990719
K01649.01,0.9999358541574475
K04630.01,0.9999357633171194
K07628.01,0.999935246348247
K05278.01,0.9999347222412419
K07411.01,0.9999339047443222
K01963.01,0.999933466421632
K02037.03,0.9999324057189513
K01338.03,0.9999318226199525
K03068.01,0.9999311172928481
K03811.01,0.9999303752517275
K02923.01,0.9999299846451101
K01906.01,0.9999299220398314
K01519.02,0.999928943888148
K02060.01,0.9999287693391702
K04499.01,0.9999287329932134
K03451.01,0.99992860481438
K02756.02,0.9999285289792323
K04775.01,0.9999281916178928
K03496.02,0.999928083881015
K02607.01,0.9999278864557393
K06957.01,0.9999271465045168
K00883.01,0.9999267415395069
K08276.01,0.9999247599347983
K01942.02,0.9999246767408532
K06137.01,0.9999243002853335
K04711.01,0.9999238989990419
K07432.01,0.9999234231505609
K00815.01,0.9999229230770433
K02209.02,0.9999228076169738
K02453.01,0.9999226424830554
K04246.02,0.9999218874559395
K02519.01,0.9999218130129789
K04152.01,0.999920381923643
K02739.02,0.9999201059206959
K04503.01,0.999919377348654
K02734.01,0.9999193518228846
K02303.02,0.9999190258409377
